Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV02.0BEB,large car,7,44,41,43,9,Yes,55.285714285714285,55.24285714285721
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXT02.0WMC,small SUV,7,40,35,38,8,Yes,43.42857142857143,43.37714285714289
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXT02.0WMC,small SUV,7,40,35,38,8,Yes,43.42857142857143,43.37714285714289
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV01.52L2,midsize car,7,32,42,36,8,Yes,41.142857142857146,41.1542857142858
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV01.52L2,midsize car,7,32,42,36,8,Yes,41.142857142857146,41.1542857142858
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV01.52L2,midsize car,7,30,38,33,7,Yes,33.0,33.0
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV01.52L2,midsize car,7,30,38,33,7,Yes,33.0,33.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV02.0CL3,midsize car,7,30,38,33,7,Yes,33.0,33.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV02.0CL3,midsize car,7,30,38,33,7,Yes,33.0,33.0
HONDA Civic 4Dr,2.0,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV02.0CL3,midsize car,7,29,37,32,7,Yes,32.0,32.0
HONDA Civic 4Dr,2.0,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV02.0CL3,midsize car,7,29,37,32,7,Yes,32.0,32.0
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV01.52L2,large car,7,31,40,34,7,Yes,34.0,34.0
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV01.52L2,large car,7,31,40,34,7,Yes,34.0,34.0
HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV01.52L2,large car,7,29,35,32,7,Yes,32.0,32.0
HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV01.52L2,large car,7,29,35,32,7,Yes,32.0,32.0
HONDA Clarity,1.5,4.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV20,California LEV-III SULEV20,MHNXV01.5DFB,midsize car,8,44/117,40/102,42,10,Elite,52.5,52.04
HONDA Clarity,1.5,4.0,CVT,2WD,Gasoline/Electricity,FA,T3B20,Federal Tier 3 Bin 20,MHNXV01.5DFB,midsize car,8,44/117,40/102,42,10,Elite,52.5,52.04
HONDA Clarity,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,MHNXV00.0AAH,midsize car,10,68,67,68,10,Elite,68.0,68.0
HONDA Clarity,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,MHNXV00.0AAH,midsize car,10,68,67,68,10,Elite,68.0,68.0
HONDA Insight,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV01.5CEB,midsize car,7,55,49,52,9,Yes,66.85714285714286,66.8571428571429
HONDA Insight,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV01.5CEB,midsize car,7,55,49,52,9,Yes,66.85714285714286,66.8571428571429
HONDA Insight Touring,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHNXV01.5CEB,small car,7,51,45,48,9,Yes,61.714285714285715,61.701428571428465
HONDA Insight Touring,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHNXV01.5CEB,small car,7,51,45,48,9,Yes,61.714285714285715,61.701428571428465
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.0CE3,midsize car,7,31,41,35,7,Yes,35.0,35.0
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.0CE3,midsize car,7,33,43,37,8,Yes,42.285714285714285,42.285714285714256
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.0CE3,midsize car,7,31,41,35,7,Yes,35.0,35.0
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.0CE3,midsize car,7,33,43,37,8,Yes,42.285714285714285,42.285714285714256
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV01.6C13,midsize car,7,49,52,50,9,Yes,64.28571428571429,64.2857142857144
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV01.6C13,midsize car,7,49,52,50,9,Yes,64.28571428571429,64.2857142857144
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV01.6C13,midsize car,7,53,56,54,10,Yes,77.14285714285714,77.17142857142849
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV01.6C13,midsize car,7,53,56,54,10,Yes,77.14285714285714,77.17142857142849
HYUNDAI Ioniq,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV01.6P13,large car,7,54,56,55,10,Yes,78.57142857142857,77.9857142857142
HYUNDAI Ioniq,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV01.6P13,large car,7,54,56,55,10,Yes,78.57142857142857,77.9857142857142
HYUNDAI Ioniq Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV01.6P13,large car,7,58,60,59,10,Yes,84.28571428571429,84.057142857143
HYUNDAI Ioniq Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV01.6P13,large car,7,58,60,59,10,Yes,84.28571428571429,84.057142857143
HYUNDAI Ioniq Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MHYXV00.0P31,midsize car,10,145,121,133,10,Elite,133.0,132.98
HYUNDAI Ioniq Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MHYXV00.0P31,midsize car,10,145,121,133,10,Elite,133.0,132.98
HYUNDAI Ioniq Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MHYXV01.6P2T,midsize car,7,52/123,51/115,52,10,Yes,74.28571428571429,74.28571428571443
HYUNDAI Ioniq Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MHYXV01.6P2T,midsize car,7,52/123,51/115,52,10,Yes,74.28571428571429,74.28571428571443
HYUNDAI Kona Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MHYXV00.0K31,small SUV,10,132,108,120,10,Elite,120.0,120.0
HYUNDAI Kona Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MHYXV00.0K31,small SUV,10,132,108,120,10,Elite,120.0,120.0
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,MHYXV00.0R41,small SUV,10,59,54,57,10,Elite,57.0,57.27
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,MHYXV00.0R41,small SUV,10,59,54,57,10,Elite,57.0,57.27
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,MHYXV00.0R41,small SUV,10,65,58,61,10,Elite,61.0,61.0
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,MHYXV00.0R41,small SUV,10,65,58,61,10,Elite,61.0,61.0
HYUNDAI Santa Fe Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXT01.6M13,small SUV,7,33,30,32,7,Yes,32.0,32.0
HYUNDAI Santa Fe Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXT01.6M13,small SUV,7,33,30,32,7,Yes,32.0,32.0
HYUNDAI Santa Fe Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXT01.6M13,small SUV,7,36,31,34,7,Yes,34.0,34.0
HYUNDAI Santa Fe Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXT01.6M13,small SUV,7,36,31,34,7,Yes,34.0,34.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.5ER3,large car,7,27,37,31,7,Yes,31.0,31.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.5ER3,large car,7,28,38,32,7,Yes,32.0,32.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.5ER3,large car,7,27,37,31,7,Yes,31.0,31.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.5ER3,large car,7,28,38,32,7,Yes,32.0,32.0
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.0E13,large car,7,45,51,47,9,Yes,60.42857142857143,60.41571428571436
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.0E13,large car,7,45,51,47,9,Yes,60.42857142857143,60.41571428571436
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.0E13,large car,7,50,54,52,9,Yes,66.85714285714286,66.8571428571429
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.0E13,large car,7,50,54,52,9,Yes,66.85714285714286,66.8571428571429
JAGUAR I-PACE EV400,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MJLXT00.0TZA,small SUV,10,80,72,76,10,Elite,76.0,76.0
JAGUAR I-PACE EV400,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MJLXT00.0TZA,small SUV,10,80,72,76,10,Elite,76.0,76.0
KANDI K23 (254Ah),,,Auto-1,2WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,MSCAV0.00MDP,large car,10,99,92,96,10,Elite,96.0,96.0
KANDI K23 (254Ah),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MSCAV0.00MDP,large car,10,99,92,96,10,Elite,96.0,96.0
KANDI K23 (254Ah),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MSCAV0.00MDP,large car,10,99,92,96,10,Elite,96.0,96.0
KARMA GS-6 (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA GS-6 (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA GS-6 (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA GS-6 (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA Revero GT (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA Revero GT (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA Revero GT (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA Revero GT (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV02.0CE3,midsize car,7,29,40,33,7,Yes,33.0,33.0
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV02.0CE3,midsize car,7,29,40,33,7,Yes,33.0,33.0
