Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
AUDI Q8 e-tron quattro,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZE,standard SUV,10,80,83,81,10,Elite,81.0,81.0
AUDI RS e-tron GT,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,85.0,85.0
AUDI RS e-tron GT,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,85.0,85.0
AUDI SQ8 Sportback e-tron (20 in.wheels),,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,73.0,73.0
AUDI SQ8 Sportback e-tron (20 in.wheels),,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,73.0,73.0
AUDI SQ8 Sportback e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,63.0,63.0
AUDI SQ8 Sportback e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,63.0,63.0
AUDI SQ8 e-tron (20 in. wheels),,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,73.0,73.0
AUDI SQ8 e-tron (20 in. wheels),,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,72,75,73,10,Elite,73.0,73.0
AUDI SQ8 e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,63.0,63.0
AUDI SQ8 e-tron (21/22 in.wheels),,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAT00.0AZS,standard SUV,10,62,63,63,10,Elite,63.0,63.0
AUDI e-tron GT,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,85.0,85.0
AUDI e-tron GT,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,RVGAV00.0NZG,midsize car,10,85,85,85,10,Elite,85.0,85.0
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ02.0H30,small car,7,24/69,32/78,27,8,Yes,30.857142857142858,30.719999999999963
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ02.0H30,small car,7,24/69,32/78,27,8,Yes,30.857142857142858,30.719999999999963
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ02.0H30,small car,7,22/64,32/75,26,8,Yes,29.714285714285715,29.70285714285718
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ02.0H30,small car,7,22/64,32/75,26,8,Yes,29.714285714285715,29.70285714285718
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ03.0H70,large car,7,24/60,27/72,25,9,Yes,32.142857142857146,32.1428571428572
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ03.0H70,large car,7,24/60,27/72,25,9,Yes,32.142857142857146,32.1428571428572
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RBMXJ03.0H70,standard SUV,7,22/57,23/59,22,9,Yes,28.285714285714285,28.214285714285687
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RBMXJ03.0H70,standard SUV,7,22/57,23/59,22,9,Yes,28.285714285714285,28.214285714285687
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,94,98,95,10,Elite,95.0,95.0
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,94,98,95,10,Elite,95.0,95.0
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,79,80,80,10,Elite,80.0,80.0
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,79,80,80,10,Elite,80.0,80.0
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,111,107,110,10,Elite,110.0,110.0
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,111,107,110,10,Elite,110.0,110.0
BMW i4 eDrive35 Gran Coupe (18'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,122,119,120,10,Elite,120.0,120.0
BMW i4 eDrive35 Gran Coupe (18'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,122,119,120,10,Elite,120.0,120.0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,109,108,109,10,Elite,109.0,109.0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,109,108,109,10,Elite,109.0,109.0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,100,99,100,10,Elite,100.0,100.0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,100,99,100,10,Elite,100.0,100.0
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,107,111,109,10,Elite,109.0,109.0
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,107,111,109,10,Elite,109.0,109.0
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,98,100,99,10,Elite,99.0,99.0
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,98,100,99,10,Elite,99.0,99.0
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,90,93,91,10,Elite,91.0,91.0
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,90,93,91,10,Elite,91.0,91.0
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,89,90,89,10,Elite,89.0,89.0
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,89,90,89,10,Elite,89.0,89.0
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,small car,10,85,86,85,10,Elite,85.0,85.0
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,small car,10,85,86,85,10,Elite,85.0,85.0
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,104,105,105,10,Elite,105.0,105.0
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,104,105,105,10,Elite,105.0,105.0
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,99,98,99,10,Elite,99.0,99.0
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,99,98,99,10,Elite,99.0,99.0
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2S,small car,10,97,94,96,10,Elite,96.0,96.0
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2S,small car,10,97,94,96,10,Elite,96.0,96.0
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXJ00.0I2T,large car,10,74,80,77,10,Elite,77.0,77.0
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXJ00.0I2T,large car,10,74,80,77,10,Elite,77.0,77.0
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXJ00.0I2T,large car,10,79,85,81,10,Elite,81.0,81.0
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXJ00.0I2T,large car,10,79,85,81,10,Elite,81.0,81.0
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G7S,large car,10,87,95,90,10,Elite,90.0,90.0
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G7S,large car,10,87,95,90,10,Elite,90.0,90.0
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G7S,large car,10,83,90,86,10,Elite,86.0,86.0
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G7S,large car,10,83,90,86,10,Elite,86.0,86.0
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G7S,large car,10,86,92,88,10,Elite,88.0,88.0
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G7S,large car,10,86,92,88,10,Elite,88.0,88.0
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,large car,10,87,93,90,10,Elite,90.0,90.0
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,large car,10,87,93,90,10,Elite,90.0,90.0
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,large car,10,82,87,84,10,Elite,84.0,84.0
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,large car,10,82,87,84,10,Elite,84.0,84.0
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXV00.0G2X,large car,10,86,91,88,10,Elite,88.0,88.0
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXV00.0G2X,large car,10,86,91,88,10,Elite,88.0,88.0
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXJ00.0I2T,standard SUV,10,78,82,80,10,Elite,80.0,80.0
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXJ00.0I2T,standard SUV,10,78,82,80,10,Elite,80.0,80.0
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXJ00.0I2T,standard SUV,10,78,82,80,10,Elite,80.0,80.0
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXJ00.0I2T,standard SUV,10,78,82,80,10,Elite,80.0,80.0
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXT00.0I2M,standard SUV,10,83,82,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXT00.0I2M,standard SUV,10,83,82,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXT00.0I2M,standard SUV,10,83,82,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXT00.0I2M,standard SUV,10,83,82,83,10,Elite,83.0,83.0
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RBMXT00.0I2M,standard SUV,10,83,82,83,10,Elite,83.0,83.0
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RBMXT00.0I2M,standard SUV,10,83,82,83,10,Elite,83.0,83.0
CADILLAC Lyriq,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0006,small SUV,10,95,82,88,10,Elite,88.0,88.0
CADILLAC Lyriq,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0006,small SUV,10,95,82,88,10,Elite,88.0,88.0
CHEVROLET Blazer EV,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0006,small SUV,10,99,84,92,10,Elite,92.0,92.0
CHEVROLET Blazer EV,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0006,small SUV,10,99,84,92,10,Elite,92.0,92.0
CHEVROLET Blazer EV,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0014,small SUV,10,103,88,96,10,Elite,96.0,96.0
CHEVROLET Blazer EV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0014,small SUV,10,103,88,96,10,Elite,96.0,96.0
CHEVROLET Equinox EV,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0013,small SUV,10,117,99,108,10,Elite,108.0,107.98
CHEVROLET Equinox EV,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0013,small SUV,10,117,99,108,10,Elite,108.0,107.98
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0005,pickup,10,67,59,63,10,Elite,63.0,63.0
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXT00.0005,pickup,10,72,62,67,10,Elite,67.0,66.79
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0005,pickup,10,67,59,63,10,Elite,63.0,63.0
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0005,pickup,10,72,62,67,10,Elite,67.0,66.79
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65PH,minivan,7,29/87,30/77,30,9,Yes,38.57142857142857,38.50714285714281
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65PH,minivan,7,29/87,30/77,30,9,Yes,38.57142857142857,38.50714285714281
CRUISE Origin,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RGMXV00.0007,station wagon,10,42,42,42,10,Elite,42.0,44.135
CRUISE Origin,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RGMXV00.0007,station wagon,10,42,42,42,10,Elite,42.0,44.135
FIAT 500e,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RCRXV00.05P6,small car,10,127,104,116,10,Elite,116.0,116.0
FIAT 500e,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RCRXV00.05P6,small car,10,127,104,116,10,Elite,116.0,116.0
FIAT 500e All Season,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RCRXV00.05P6,small car,10,121,100,110,10,Elite,110.0,110.0
FIAT 500e All Season,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RCRXV00.05P6,small car,10,121,100,110,10,Elite,110.0,110.0
FISKER Ocean Extreme 20in,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFGIV00.0LLA,standard SUV,10,99,84,92,10,Elite,92.0,92.0
FISKER Ocean Extreme 20in,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFGIV00.0LLA,standard SUV,10,99,84,92,10,Elite,92.0,92.0
FISKER Ocean Extreme 22in,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFGIV00.0LLA,standard SUV,10,95,83,89,10,Elite,89.0,89.0
FISKER Ocean Extreme 22in,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFGIV00.0LLA,standard SUV,10,95,83,89,10,Elite,89.0,89.0
FISKER Ocean Sport 20in,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFGIV00.0LSF,standard SUV,10,104,81,92,10,Elite,92.0,92.0
FISKER Ocean Sport 20in,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RFGIV00.0LSF,standard SUV,10,104,81,92,10,Elite,92.0,92.0
FISKER Ocean Sport 22in,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFGIV00.0LSF,standard SUV,10,82,75,79,10,Elite,79.0,79.0
FISKER Ocean Sport 22in,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RFGIV00.0LSF,standard SUV,10,82,75,79,10,Elite,79.0,79.0
FISKER Ocean Ultra 20in,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFGIV00.0LLA,standard SUV,10,96,82,89,10,Elite,89.0,89.0
FISKER Ocean Ultra 20in,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFGIV00.0LLA,standard SUV,10,96,82,89,10,Elite,89.0,89.0
FISKER Ocean Ultra 22in,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFGIV00.0LLA,standard SUV,10,93,80,87,10,Elite,87.0,87.0
FISKER Ocean Ultra 22in,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFGIV00.0LLA,standard SUV,10,93,80,87,10,Elite,87.0,87.0
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV20,California LEV-III SULEV20,RFMXT02.52P1,small SUV,8,42/111,37/91,40,10,Yes,50.0,50.285714285714285
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,FA,T3B20,Federal Tier 3 Bin 20,RFMXT02.52P1,small SUV,8,42/111,37/91,40,10,Yes,50.0,50.285714285714285
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFMXT00.0BG1,pickup,10,76,61,68,10,Elite,68.0,68.0
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFMXT00.0BG1,pickup,10,76,61,68,10,Elite,68.0,68.0
FORD F150 Lightning Extended Range,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning Extended Range,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFMXT00.0BG2,pickup,10,73,60,66,10,Elite,66.0,66.0
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFMXT00.0BG2,pickup,10,73,60,66,10,Elite,66.0,66.0
FORD F150 Lightning Pro Extended Range,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning Pro Extended Range,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0H41,midsize car,10,105,89,97,10,Elite,97.0,97.0
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0H41,midsize car,10,105,89,97,10,Elite,97.0,97.0
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0100,small SUV,10,98,83,91,10,Elite,91.0,91.0
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0100,small SUV,10,98,83,91,10,Elite,91.0,91.0
GENESIS GV60 Advanced (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0301,small SUV,10,110,90,100,10,Elite,100.0,100.0
GENESIS GV60 Advanced (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0301,small SUV,10,110,90,100,10,Elite,100.0,100.0
GENESIS GV60 Advanced (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0301,small SUV,10,103,86,95,10,Elite,95.0,95.0
