Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
GENESIS GV60 Advanced (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0301,small SUV,10,103,86,95,10,Elite,95.0,95.0
GENESIS GV60 Performance,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0302,small SUV,10,97,82,90,10,Elite,90.0,90.0
GENESIS GV60 Performance,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0302,small SUV,10,97,82,90,10,Elite,90.0,90.0
GENESIS GV60 Standard,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0300,small SUV,10,125,99,112,10,Elite,112.0,112.0
GENESIS GV60 Standard,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0300,small SUV,10,125,99,112,10,Elite,112.0,112.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0009,pickup,10,59,48,53,10,Elite,53.0,53.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0009,pickup,10,59,48,53,10,Elite,53.0,53.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0012,pickup,10,58,46,52,10,Elite,52.0,52.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0012,pickup,10,58,46,52,10,Elite,52.0,52.0
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0009,pickup,10,55,45,50,10,Elite,50.0,50.02
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0009,pickup,10,55,45,50,10,Elite,50.0,50.02
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0012,pickup,10,51,43,47,10,Elite,47.0,47.0
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0012,pickup,10,51,43,47,10,Elite,47.0,47.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0009,standard SUV,10,59,48,53,10,Elite,53.0,53.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0009,standard SUV,10,59,48,53,10,Elite,53.0,53.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0012,standard SUV,10,56,46,51,10,Elite,51.0,51.02
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0012,standard SUV,10,56,46,51,10,Elite,51.0,51.02
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0009,standard SUV,10,55,45,50,10,Elite,50.0,50.02
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0009,standard SUV,10,55,45,50,10,Elite,50.0,50.02
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,HDV3B0,Federal Tier 3 HD Class 3 Bin 0,RGMXT00.0012,standard SUV,10,51,43,47,10,Elite,47.0,47.0
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RGMXT00.0012,standard SUV,10,51,43,47,10,Elite,47.0,47.0
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RHNXV02.07EB,large car,7,51,44,48,8,Yes,54.857142857142854,54.85714285714286
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RHNXV02.07EB,large car,7,51,44,48,8,Yes,54.857142857142854,54.85714285714286
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RHNXV02.07EB,midsize car,7,46,41,44,8,Yes,50.285714285714285,50.28571428571432
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RHNXV02.07EB,midsize car,7,46,41,44,8,Yes,50.285714285714285,50.28571428571432
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RHYXV01.6C13,midsize car,7,49,52,50,8,Yes,57.142857142857146,57.14285714285713
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RHYXV01.6C13,midsize car,7,49,52,50,8,Yes,57.142857142857146,57.14285714285713
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RHYXV01.6C13,midsize car,7,51,58,54,8,Yes,61.714285714285715,61.95428571428562
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RHYXV01.6C13,midsize car,7,51,58,54,8,Yes,61.714285714285715,61.95428571428562
HYUNDAI Ioniq 5 Long range AWD,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0W41,small SUV,10,110,88,99,10,Elite,99.0,99.0
HYUNDAI Ioniq 5 Long range AWD,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0W41,small SUV,10,110,88,99,10,Elite,99.0,99.0
HYUNDAI Ioniq 5 Long range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0W61,small SUV,10,132,98,114,10,Elite,114.0,114.0
HYUNDAI Ioniq 5 Long range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0W61,small SUV,10,132,98,114,10,Elite,114.0,114.0
HYUNDAI Ioniq 5 Robo taxi,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0W71,small SUV,10,73,69,71,10,Elite,71.0,71.0
HYUNDAI Ioniq 5 Robo taxi,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0W71,small SUV,10,73,69,71,10,Elite,71.0,71.0
HYUNDAI Ioniq 5 Standard range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0W51,small SUV,10,127,94,110,10,Elite,110.0,110.0
HYUNDAI Ioniq 5 Standard range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0W51,small SUV,10,127,94,110,10,Elite,110.0,110.0
HYUNDAI Ioniq 6 Long range AWD (18'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0202,midsize car,10,130,111,121,10,Elite,121.0,121.0
HYUNDAI Ioniq 6 Long range AWD (18'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0202,midsize car,10,130,111,121,10,Elite,121.0,121.0
HYUNDAI Ioniq 6 Long range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0202,midsize car,10,111,94,103,10,Elite,103.0,103.0
HYUNDAI Ioniq 6 Long range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0202,midsize car,10,111,94,103,10,Elite,103.0,103.0
HYUNDAI Ioniq 6 Long range RWD (18'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0201,midsize car,10,153,127,140,10,Elite,140.0,140.0
HYUNDAI Ioniq 6 Long range RWD (18'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0201,midsize car,10,153,127,140,10,Elite,140.0,140.0
HYUNDAI Ioniq 6 Long range RWD (20'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0201,midsize car,10,129,105,117,10,Elite,117.0,117.0
HYUNDAI Ioniq 6 Long range RWD (20'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0201,midsize car,10,129,105,117,10,Elite,117.0,117.0
HYUNDAI Ioniq 6 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0200,midsize car,10,151,120,135,10,Elite,135.0,135.0
HYUNDAI Ioniq 6 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0200,midsize car,10,151,120,135,10,Elite,135.0,135.0
HYUNDAI Kona Electric Long Range,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0401,small SUV,10,129,103,116,10,Elite,116.0,116.0
HYUNDAI Kona Electric Long Range,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0401,small SUV,10,129,103,116,10,Elite,116.0,116.0
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0400,small SUV,10,131,105,118,10,Elite,118.0,118.0
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RHYXV00.0400,small SUV,10,131,105,118,10,Elite,118.0,118.0
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0R31,small SUV,10,59,54,57,10,Elite,57.0,57.27
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,RHYXV00.0R31,small SUV,10,59,54,57,10,Elite,57.0,57.27
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,RHYXV00.0R31,small SUV,10,65,58,61,10,Elite,61.0,61.0
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,RHYXV00.0R31,small SUV,10,65,58,61,10,Elite,61.0,61.0
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RHYXV02.0E13,large car,7,44,51,47,8,Yes,53.714285714285715,53.71428571428565
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RHYXV02.0E13,large car,7,44,51,47,8,Yes,53.714285714285715,53.71428571428565
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RHYXT01.6L2T,small SUV,7,35/87,35/74,35,9,Yes,45.0,45.36857142857143
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RHYXT01.6L2T,small SUV,7,35/87,35/74,35,9,Yes,45.0,45.36857142857143
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RJLXT00.0TZA,small SUV,10,89,82,85,10,Elite,85.0,85.0
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RJLXT00.0TZA,small SUV,10,89,82,85,10,Elite,85.0,85.0
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RJLXT00.0TZA,small SUV,10,79,72,76,10,Elite,76.0,76.0
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RJLXT00.0TZA,small SUV,10,79,72,76,10,Elite,76.0,76.0
JAGUAR I-PACE EV400 SDS,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RJLXT00.0TZA,small SUV,10,79,71,75,10,Elite,75.0,75.0
JAGUAR I-PACE EV400 SDS,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RJLXT00.0TZA,small SUV,10,79,71,75,10,Elite,75.0,75.0
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05PH,standard SUV,7,23/57,24/56,23,8,Yes,26.285714285714285,26.285714285714256
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05PH,standard SUV,7,23/57,24/56,23,8,Yes,26.285714285714285,26.285714285714256
KIA EV6 GT,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0103,small SUV,10,88,77,83,10,Elite,83.0,83.0
KIA EV6 GT,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0103,small SUV,10,88,77,83,10,Elite,83.0,83.0
KIA EV6 Long Range,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0102,small SUV,10,134,101,117,10,Elite,117.0,117.0
KIA EV6 Long Range,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0102,small SUV,10,134,101,117,10,Elite,117.0,117.0
KIA EV6 Long Range AWD (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0100,small SUV,10,120,98,109,10,Elite,109.0,109.0
KIA EV6 Long Range AWD (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0100,small SUV,10,120,98,109,10,Elite,109.0,109.0
KIA EV6 Long Range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0100,small SUV,10,106,86,96,10,Elite,96.0,96.0
KIA EV6 Long Range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0100,small SUV,10,106,86,96,10,Elite,96.0,96.0
KIA EV6 Standard Range,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0101,small SUV,10,136,100,117,10,Elite,117.0,117.0
KIA EV6 Standard Range,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0101,small SUV,10,136,100,117,10,Elite,117.0,117.0
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0300,standard SUV,10,91,75,83,10,Elite,83.0,83.0
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0300,standard SUV,10,91,75,83,10,Elite,83.0,83.0
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0300,standard SUV,10,88,72,80,10,Elite,80.0,80.0
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0300,standard SUV,10,88,72,80,10,Elite,80.0,80.0
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0301,standard SUV,10,100,78,89,10,Elite,89.0,89.0
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0301,standard SUV,10,100,78,89,10,Elite,89.0,89.0
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0302,standard SUV,10,99,77,88,10,Elite,88.0,88.0
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0302,standard SUV,10,99,77,88,10,Elite,88.0,88.0
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6213,small SUV,7,53,45,49,8,Yes,56.0,55.98857142857143
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6213,small SUV,7,53,45,49,8,Yes,56.0,55.98857142857143
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0200,small SUV,10,126,101,113,10,Elite,113.0,113.0
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0200,small SUV,10,126,101,113,10,Elite,113.0,113.0
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6213,small SUV,7,53,54,53,8,Yes,60.57142857142857,60.55809523809518
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6213,small SUV,7,53,54,53,8,Yes,60.57142857142857,60.55809523809518
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.622T,small SUV,7,50/114,47/102,48,10,Yes,68.57142857142857,68.54285714285706
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.622T,small SUV,7,50/114,47/102,48,10,Yes,68.57142857142857,68.54285714285706
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6J2T,small SUV,7,35/83,33/75,34,9,Yes,43.714285714285715,43.39785714285715
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6J2T,small SUV,7,35/83,33/75,34,9,Yes,43.714285714285715,43.39785714285715
KIA Sportage Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXT01.6P13,small SUV,7,42,44,43,8,Yes,49.142857142857146,49.142857142857174
KIA Sportage Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXT01.6P13,small SUV,7,42,44,43,8,Yes,49.142857142857146,49.142857142857174
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RKMXT01.6P2T,small SUV,7,36/88,35/79,35,10,Yes,50.0,50.0
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RKMXT01.6P2T,small SUV,7,36/88,35/79,35,10,Yes,50.0,50.0
LAND ROVER Range Rover P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover Sport P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LAND ROVER Range Rover Sport P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RJLXT03.0PTC,standard SUV,7,21/51,22/56,21,9,Yes,27.0,27.012857142857143
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RTYXV02.5P33,midsize car,7,43,44,44,8,Yes,50.285714285714285,50.28571428571432
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RTYXV02.5P33,midsize car,7,43,44,44,8,Yes,50.285714285714285,50.28571428571432
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RTYXT02.5P33,small SUV,7,38/93,33/75,36,10,Yes,51.42857142857143,51.40000000000006
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RTYXT02.5P33,small SUV,7,38/93,33/75,36,10,Yes,51.42857142857143,51.40000000000006
LEXUS RX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RTYXT02.5P33,small SUV,7,36/91,33/75,35,10,Yes,50.0,50.0
LEXUS RX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RTYXT02.5P33,small SUV,7,36/91,33/75,35,10,Yes,50.0,50.0
LEXUS RZ 300e (18inch Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RTYXV00.0D16,small SUV,10,137,112,125,10,Elite,125.0,125.02
LEXUS RZ 300e (18inch Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RTYXV00.0D16,small SUV,10,137,112,125,10,Elite,125.0,125.02
LEXUS RZ 300e (20inch Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RTYXV00.0D16,small SUV,10,114,96,105,10,Elite,105.0,105.0
LEXUS RZ 300e (20inch Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RTYXV00.0D16,small SUV,10,114,96,105,10,Elite,105.0,105.0
LEXUS RZ 450e (18inch Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RTYXV00.0D1U,small SUV,10,115,98,107,10,Elite,107.0,107.0
LEXUS RZ 450e (18inch Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RTYXV00.0D1U,small SUV,10,115,98,107,10,Elite,107.0,107.0
LEXUS RZ 450e (20inch Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RTYXV00.0D1U,small SUV,10,102,87,95,10,Elite,95.0,95.0
LEXUS RZ 450e (20inch Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RTYXV00.0D1U,small SUV,10,102,87,95,10,Elite,95.0,95.0
LEXUS TX 550h+,3.5,6.0,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RTYXT03.5P33,standard SUV,7,29/81,28/70,29,9,Yes,37.285714285714285,37.25999999999996
LEXUS TX 550h+,3.5,6.0,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RTYXT03.5P33,standard SUV,7,29/81,28/70,29,9,Yes,37.285714285714285,37.25999999999996
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0NR1,large car,10,140,134,137,10,Elite,137.0,136.82
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RLMUV00.0NR1,large car,10,140,134,137,10,Elite,137.0,136.82
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0NR1,large car,10,134,126,130,10,Elite,130.0,129.92
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RLMUV00.0NR1,large car,10,134,126,130,10,Elite,130.0,129.92
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0GJ3,large car,10,108,101,105,10,Elite,105.0,105.0
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RLMUV00.0GJ3,large car,10,108,101,105,10,Elite,105.0,105.0
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0ZA2,large car,10,135,131,133,10,Elite,133.0,132.98
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0ZA2,large car,10,135,131,133,10,Elite,133.0,132.98
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RLMUV00.0ZA2,large car,10,135,131,133,10,Elite,133.0,132.98
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0ZA2,large car,10,125,120,123,10,Elite,123.0,122.98
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0ZA2,large car,10,125,120,123,10,Elite,123.0,122.98
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RLMUV00.0ZA2,large car,10,125,120,123,10,Elite,123.0,122.98
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0ZA2,large car,10,121,114,118,10,Elite,118.0,118.0
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RLMUV00.0ZA2,large car,10,121,114,118,10,Elite,118.0,118.0
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RLMUV00.0ZA2,large car,10,121,114,118,10,Elite,118.0,118.0
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RTKXT02.5CDB,standard SUV,7,24/53,27/61,25,8,Yes,28.571428571428573,28.571428571428566
