Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
HYUNDAI Kona,2.0,4.0,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.0KE3,small SUV,7,30,35,32,7,Yes,32.0,32.0
HYUNDAI Kona,2.0,4.0,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.0KE3,small SUV,7,30,35,32,7,Yes,32.0,32.0
HYUNDAI Kona Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NHYXV00.0K41,small SUV,10,132,108,120,10,Elite,120.0,120.0
HYUNDAI Kona Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NHYXV00.0K41,small SUV,10,132,108,120,10,Elite,120.0,120.0
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,NHYXV00.0R31,small SUV,10,59,54,57,10,Elite,57.0,57.27
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,NHYXV00.0R31,small SUV,10,59,54,57,10,Elite,57.0,57.27
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,NHYXV00.0R31,small SUV,10,65,58,61,10,Elite,61.0,61.0
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,NHYXV00.0R31,small SUV,10,65,58,61,10,Elite,61.0,61.0
HYUNDAI Santa Fe Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXT01.6M13,small SUV,7,33,30,32,7,Yes,32.0,32.0
HYUNDAI Santa Fe Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXT01.6M13,small SUV,7,33,30,32,7,Yes,32.0,32.0
HYUNDAI Santa Fe Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXT01.6M13,small SUV,7,36,31,34,7,Yes,34.0,34.0
HYUNDAI Santa Fe Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXT01.6M13,small SUV,7,36,31,34,7,Yes,34.0,34.0
HYUNDAI Santa Fe Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NHYXT01.6M2T,small SUV,7,33/79,32/72,33,10,Yes,47.142857142857146,47.14285714285718
HYUNDAI Santa Fe Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NHYXT01.6M2T,small SUV,7,33/79,32/72,33,10,Yes,47.142857142857146,47.14285714285718
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.5ER3,large car,7,27,37,31,7,Yes,31.0,31.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.5ER3,large car,7,28,38,32,7,Yes,32.0,32.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.5ER3,large car,7,27,37,31,7,Yes,31.0,31.0
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.5ER3,large car,7,28,38,32,7,Yes,32.0,32.0
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.0E13,large car,7,45,51,47,9,Yes,60.42857142857143,60.41571428571436
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.0E13,large car,7,45,51,47,9,Yes,60.42857142857143,60.41571428571436
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.0E13,large car,7,50,54,52,9,Yes,66.85714285714286,66.8571428571429
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.0E13,large car,7,50,54,52,9,Yes,66.85714285714286,66.8571428571429
HYUNDAI Tuscon Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXT01.6L13,small SUV,7,37,36,37,8,Yes,42.285714285714285,42.285714285714256
HYUNDAI Tuscon Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXT01.6L13,small SUV,7,37,36,37,8,Yes,42.285714285714285,42.285714285714256
HYUNDAI Tuscon Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXT01.6L13,small SUV,7,38,38,38,8,Yes,43.42857142857143,43.37714285714289
HYUNDAI Tuscon Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXT01.6L13,small SUV,7,38,38,38,8,Yes,43.42857142857143,43.37714285714289
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NHYXT01.6L2T,small SUV,7,35/87,35/74,35,10,Yes,50.0,50.0
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NHYXT01.6L2T,small SUV,7,35/87,35/74,35,10,Yes,50.0,50.0
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NJLXT00.0TZA,small SUV,10,78,71,75,10,Elite,75.0,75.0
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NJLXT00.0TZA,small SUV,10,78,71,75,10,Elite,75.0,75.0
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NJLXT00.0TZA,small SUV,10,78,71,75,10,Elite,75.0,75.0
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NJLXT00.0TZA,small SUV,10,78,71,75,10,Elite,75.0,75.0
JAGUAR I-PACE EV400 SDS,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NJLXT00.0TZA,small SUV,10,79,71,75,10,Elite,75.0,75.0
JAGUAR I-PACE EV400 SDS,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NJLXT00.0TZA,small SUV,10,79,71,75,10,Elite,75.0,75.0
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NCRXT02.05P5,standard SUV,7,23/57,24/56,23,9,Yes,29.571428571428573,29.571428571428566
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NCRXT02.05P5,standard SUV,7,23/57,24/56,23,9,Yes,29.571428571428573,29.571428571428566
KARMA GS-6 (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA GS-6 (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KIA EV6,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NKMXV00.0101,station wagon,10,136,100,117,10,Elite,117.0,117.0
KIA EV6,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NKMXV00.0101,station wagon,10,136,100,117,10,Elite,117.0,117.0
KIA EV6,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NKMXV00.0102,station wagon,10,134,101,117,10,Elite,117.0,117.0
KIA EV6,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NKMXV00.0102,station wagon,10,134,101,117,10,Elite,117.0,117.0
KIA EV6,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NKMXV00.0100,station wagon,10,116,94,105,10,Elite,105.0,105.0
KIA EV6,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NKMXV00.0100,station wagon,10,116,94,105,10,Elite,105.0,105.0
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV02.0CE3,midsize car,7,29,39,33,7,Yes,33.0,33.0
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV02.0CE3,midsize car,7,29,39,33,7,Yes,33.0,33.0
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6L13,station wagon,7,51,46,49,9,Yes,63.0,63.0
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6L13,station wagon,7,51,46,49,9,Yes,63.0,63.0
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NKMXV00.0L41,station wagon,10,123,102,112,10,Elite,112.0,112.0
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NKMXV00.0L41,station wagon,10,123,102,112,10,Elite,112.0,112.0
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6L13,station wagon,7,53,48,50,9,Yes,64.28571428571429,64.2857142857144
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6L13,station wagon,7,53,48,50,9,Yes,64.28571428571429,64.2857142857144
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6L2T,station wagon,7,48/110,44/99,46,10,Yes,65.71428571428571,65.62428571428559
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6L2T,station wagon,7,48/110,44/99,46,10,Yes,65.71428571428571,65.62428571428559
KIA Niro Touring,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6L13,station wagon,7,46,40,43,8,Yes,49.142857142857146,49.142857142857174
KIA Niro Touring,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6L13,station wagon,7,46,40,43,8,Yes,49.142857142857146,49.142857142857174
KIA Sorento Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6J13,small SUV,7,39,35,37,8,Yes,42.285714285714285,42.285714285714256
KIA Sorento Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6J13,small SUV,7,39,35,37,8,Yes,42.285714285714285,42.285714285714256
KIA Sorento Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6J13,small SUV,7,36,33,35,7,Yes,35.0,35.0
KIA Sorento Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6J13,small SUV,7,36,33,35,7,Yes,35.0,35.0
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NKMXV01.6J2T,small SUV,7,35/83,33/75,34,10,Yes,48.57142857142857,48.528571428571375
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NKMXV01.6J2T,small SUV,7,35/83,33/75,34,10,Yes,48.57142857142857,48.528571428571375
KIA Soul Eco dynamics,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,31.0,31.0
KIA Soul Eco dynamics,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,31.0,31.0
LAND ROVER Range Rover Sport PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NJLXT02.0PTW,standard SUV,7,18/42,21/42,19,7,Yes,19.0,18.95
LAND ROVER Range Rover Sport PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NJLXT02.0PTW,standard SUV,7,18/42,21/42,19,7,Yes,19.0,18.95
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.5P33,midsize car,7,43,44,44,8,Yes,50.285714285714285,50.28571428571432
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.5P33,midsize car,7,43,44,44,8,Yes,50.285714285714285,50.28571428571432
LEXUS NX 350h,2.5,4.0,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,small SUV,7,41,37,39,8,Yes,44.57142857142857,44.57142857142853
LEXUS NX 350h,2.5,4.0,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,small SUV,7,41,37,39,8,Yes,44.57142857142857,44.57142857142853
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P33,small SUV,7,38/93,33/75,36,10,Yes,51.42857142857143,51.40000000000006
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P33,small SUV,7,38/93,33/75,36,10,Yes,51.42857142857143,51.40000000000006
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3B,small car,7,43,41,42,8,Yes,48.0,48.0
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3B,small car,7,43,41,42,8,Yes,48.0,48.0
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3B,small car,7,41,38,39,8,Yes,44.57142857142857,44.57142857142853
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3B,small car,7,41,38,39,8,Yes,44.57142857142857,44.57142857142853
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NFMXT03.03P1,standard SUV,7,22/54,25/58,23,8,Yes,26.285714285714285,26.285714285714256
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NFMXT03.03P1,standard SUV,7,22/54,25/58,23,8,Yes,26.285714285714285,26.285714285714256
LINCOLN Corsair PHEV,2.5,4.0,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NFMXT02.53CE,small SUV,7,34/83,32/72,33,10,Yes,47.142857142857146,47.14285714285718
LINCOLN Corsair PHEV,2.5,4.0,CVT,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NFMXT02.53CE,small SUV,7,34/83,32/72,33,10,Yes,47.142857142857146,47.14285714285718
"LUCID Air Dream P AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,117,114,116,10,Elite,116.0,116.0
"LUCID Air Dream P AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,117,114,116,10,Elite,116.0,116.0
"LUCID Air Dream P AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,110,111,111,10,Elite,111.0,111.0
"LUCID Air Dream P AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,110,111,111,10,Elite,111.0,111.0
"LUCID Air Dream R AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,126,125,125,10,Elite,125.0,125.02
"LUCID Air Dream R AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,126,125,125,10,Elite,125.0,125.02
"LUCID Air Dream R AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,115,117,116,10,Elite,116.0,116.0
"LUCID Air Dream R AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,115,117,116,10,Elite,116.0,116.0
"LUCID Air G Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,130,132,131,10,Elite,131.0,130.99
"LUCID Air G Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,130,132,131,10,Elite,131.0,130.99
"LUCID Air G Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,121,122,121,10,Elite,121.0,121.0
"LUCID Air G Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,121,122,121,10,Elite,121.0,121.0
MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.0CDB,small car,7,28,36,31,7,Yes,31.0,31.0
MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.0CDB,small car,7,28,36,31,7,Yes,31.0,31.0
MAZDA MX-30,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTKXV00.0AZA,midsize car,10,98,85,92,10,Elite,92.0,92.0
MAZDA MX-30,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NTKXV00.0AZA,midsize car,10,98,85,92,10,Elite,92.0,92.0
MERCEDES-BENZ AMG EQS 4MATIC+,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NMBXV00.0ED3,large car,10,76,78,77,10,Elite,77.0,77.0
MERCEDES-BENZ AMG EQS 4MATIC+,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NMBXV00.0ED3,large car,10,76,78,77,10,Elite,77.0,77.0
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NMBXV00.0ED1,large car,10,97,97,97,10,Elite,97.0,97.0
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NMBXV00.0ED1,large car,10,97,97,97,10,Elite,97.0,97.0
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NMBXV00.0ED2,large car,10,91,98,94,10,Elite,94.0,94.0
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NMBXV00.0ED2,large car,10,91,98,94,10,Elite,94.0,94.0
MINI Cooper Convertible,1.5,3.0,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXV01.5B36,small car,7,29,38,32,7,Yes,32.0,32.0
MINI Cooper Convertible,1.5,3.0,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXV01.5B36,small car,7,29,38,32,7,Yes,32.0,32.0
MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXV01.5B36,small car,7,27,37,31,7,Yes,31.0,31.0
MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXV01.5B36,small car,7,27,37,31,7,Yes,31.0,31.0
MINI Cooper Hardtop,1.5,3.0,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXV01.5B36,small car,7,29,38,32,7,Yes,32.0,32.0
MINI Cooper Hardtop,1.5,3.0,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXV01.5B36,small car,7,29,38,32,7,Yes,32.0,32.0
MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXV01.5B36,small car,7,27,37,31,7,Yes,31.0,31.0
MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXV01.5B36,small car,7,27,37,31,7,Yes,31.0,31.0
MINI Cooper S Hardtop,2.0,4.0,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NBMXV02.0B46,small car,7,28,38,31,7,Yes,31.0,31.0
MINI Cooper S Hardtop,2.0,4.0,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NBMXV02.0B46,small car,7,28,38,31,7,Yes,31.0,31.0
MINI Cooper SE Hardtop,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXV00.0F5B,small car,10,119,100,110,10,Elite,110.0,110.0
MINI Cooper SE Hardtop,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NBMXV00.0F5B,small car,10,119,100,110,10,Elite,110.0,110.0
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NMTXT02.4H3M,small SUV,7,26/76,26/71,26,9,Yes,33.42857142857143,33.42857142857145
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NMTXT02.4H3M,small SUV,7,26/76,26/71,26,9,Yes,33.42857142857143,33.42857142857145
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV02.5RPB,midsize car,7,28,39,32,7,Yes,32.0,32.0
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV02.5RPB,midsize car,7,28,39,32,7,Yes,32.0,32.0
NISSAN Altima SR,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Altima SR,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Altima SV/SL,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Altima SV/SL,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Kicks,1.6,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV01.6RNA,midsize car,7,31,36,33,7,Yes,33.0,33.0
NISSAN Kicks,1.6,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV01.6RNA,midsize car,7,31,36,33,7,Yes,33.0,33.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NNSXV0000TL2,midsize car,10,123,99,111,10,Elite,111.0,111.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NNSXV0000TL2,midsize car,10,123,99,111,10,Elite,111.0,111.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NNSXV0000TS3,midsize car,10,118,97,108,10,Elite,108.0,107.98
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NNSXV0000TS3,midsize car,10,118,97,108,10,Elite,108.0,107.98
NISSAN Leaf SV/SL,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NNSXV0000TS3,midsize car,10,114,94,104,10,Elite,104.0,104.0
NISSAN Leaf SV/SL,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NNSXV0000TS3,midsize car,10,114,94,104,10,Elite,104.0,104.0
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV02.0RMB,midsize car,7,29,39,33,7,Yes,33.0,33.0
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV02.0RMB,midsize car,7,29,39,33,7,Yes,33.0,33.0
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV02.0RMB,midsize car,7,28,37,32,7,Yes,32.0,32.0
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV02.0RMB,midsize car,7,28,37,32,7,Yes,32.0,32.0
NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NNSXV01.6RNA,small car,7,32,40,35,7,Yes,35.0,35.0
NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NNSXV01.6RNA,small car,7,32,40,35,7,Yes,35.0,35.0
POLESTAR 2 Dual Motor,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0A,midsize car,10,94,84,89,10,Elite,89.0,89.0
POLESTAR 2 Dual Motor,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NVVXV00.0Z0A,midsize car,10,94,84,89,10,Elite,89.0,89.0
POLESTAR 2 Single Motor,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0B,midsize car,10,113,100,107,10,Elite,107.0,107.0
POLESTAR 2 Single Motor,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NVVXV00.0Z0B,midsize car,10,113,100,107,10,Elite,107.0,107.0
