Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
"BMW i4eDrive40GranCoupe(18"" Whels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NBMXV00.0G2S,small car,10,109,108,109,10,Elite,109.0,109.0
"BMW i4eDrive40GranCoupe(19"" Whels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXV00.0G2S,small car,10,100,98,99,10,Elite,99.0,99.0
"BMW i4eDrive40GranCoupe(19"" Whels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NBMXV00.0G2S,small car,10,100,98,99,10,Elite,99.0,99.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,86.0,86.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,86.0,86.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (22"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,86.0,86.0
"BMW iX xDrive50 (22"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,86.0,86.0
CHEVROLET Bolt EUV,,,CVT,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NGMXV00.0002,station wagon,10,125,104,115,10,Elite,115.0,114.99
CHEVROLET Bolt EUV,,,CVT,2WD,Electricity,CA,ZEV,California ZEV,NGMXV00.0002,station wagon,10,125,104,115,10,Elite,115.0,114.99
CHEVROLET Bolt EV,,,CVT,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NGMXV00.0002,station wagon,10,131,109,120,10,Elite,120.0,120.0
CHEVROLET Bolt EV,,,CVT,2WD,Electricity,CA,ZEV,California ZEV,NGMXV00.0002,station wagon,10,131,109,120,10,Elite,120.0,120.0
CHEVROLET Malibu,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.5010,midsize car,7,29,36,32,7,Yes,32.0,32.0
CHEVROLET Malibu,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.5010,midsize car,7,29,36,32,7,Yes,32.0,32.0
CHEVROLET Trailblazer,1.3,3.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,29,33,31,7,Yes,31.0,31.0
CHEVROLET Trailblazer,1.3,3.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,29,33,31,7,Yes,31.0,31.0
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NCRXT03.65P6,minivan,7,29/87,30/77,30,10,Yes,42.857142857142854,42.85714285714278
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NCRXT03.65P6,minivan,7,29/87,30/77,30,10,Yes,42.857142857142854,42.85714285714278
FORD Escape HEV,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NFMXT02.52F1,small SUV,7,44,37,41,8,Yes,46.857142857142854,46.84571428571425
FORD Escape HEV,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NFMXT02.52F1,small SUV,7,44,37,41,8,Yes,46.857142857142854,46.84571428571425
FORD Escape HEV,2.5,4.0,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NFMXT02.52F1,small SUV,7,43,37,40,8,Yes,45.714285714285715,45.71428571428571
FORD Escape HEV,2.5,4.0,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NFMXT02.52F1,small SUV,7,43,37,40,8,Yes,45.714285714285715,45.71428571428571
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NFMXT02.52P1,small SUV,7,43/117,38/93,40,10,Yes,57.142857142857146,57.1142857142857
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NFMXT02.52P1,small SUV,7,43/117,38/93,40,10,Yes,57.142857142857146,57.1142857142857
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXT00.0BG1,pickup,10,76,61,68,10,Elite,68.0,68.0
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXT00.0BG1,pickup,10,76,61,68,10,Elite,68.0,68.0
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXT00.0BG2,pickup,10,73,60,66,10,Elite,66.0,66.0
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXT00.0BG2,pickup,10,73,60,66,10,Elite,66.0,66.0
FORD Mustang Mach-E,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B3R,small SUV,10,110,96,103,10,Elite,103.0,103.0
FORD Mustang Mach-E,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0B3R,small SUV,10,110,96,103,10,Elite,103.0,103.0
FORD Mustang Mach-E,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B3A,small SUV,10,99,86,93,10,Elite,93.0,93.0
FORD Mustang Mach-E,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0B3A,small SUV,10,99,86,93,10,Elite,93.0,93.0
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4R,small SUV,10,108,94,101,10,Elite,101.0,101.0
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0B4R,small SUV,10,108,94,101,10,Elite,101.0,101.0
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4A,small SUV,10,105,91,98,10,Elite,98.0,98.0
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0B4A,small SUV,10,105,91,98,10,Elite,98.0,98.0
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4R,small SUV,10,104,90,97,10,Elite,97.0,97.0
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0B4R,small SUV,10,104,90,97,10,Elite,97.0,97.0
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4A,small SUV,10,97,84,91,10,Elite,91.0,91.0
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0B4A,small SUV,10,97,84,91,10,Elite,91.0,91.0
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0G4A,small SUV,10,90,77,84,10,Elite,84.0,84.0
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0G4A,small SUV,10,90,77,84,10,Elite,84.0,84.0
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NFMXV00.0G4A,small SUV,10,88,75,82,10,Elite,82.0,82.0
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NFMXV00.0G4A,small SUV,10,88,75,82,10,Elite,82.0,82.0
HONDA Accord,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.53EB,large car,7,30,38,33,7,Yes,33.0,33.0
HONDA Accord,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.53EB,large car,7,30,38,33,7,Yes,33.0,33.0
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV02.0BEB,large car,7,48,47,47,9,Yes,60.42857142857143,60.41571428571436
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV02.0BEB,large car,7,48,47,47,9,Yes,60.42857142857143,60.41571428571436
HONDA Accord Sport/Touring,1.5,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.53EB,large car,7,29,35,32,7,Yes,32.0,32.0
HONDA Accord Sport/Touring,1.5,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.53EB,large car,7,29,35,32,7,Yes,32.0,32.0
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV02.0BEB,large car,7,44,41,43,8,Yes,49.142857142857146,49.142857142857174
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV02.0BEB,large car,7,44,41,43,8,Yes,49.142857142857146,49.142857142857174
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXT02.0WMC,small SUV,7,40,35,38,8,Yes,43.42857142857143,43.37714285714289
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXT02.0WMC,small SUV,7,40,35,38,8,Yes,43.42857142857143,43.37714285714289
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.5EEB,midsize car,7,33,42,36,7,Yes,36.0,36.0
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.5EEB,midsize car,7,33,42,36,7,Yes,36.0,36.0
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.5EEB,midsize car,7,31,38,34,7,Yes,34.0,34.0
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.5EEB,midsize car,7,31,38,34,7,Yes,34.0,34.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV02.0JEC,midsize car,7,31,40,35,7,Yes,35.0,35.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV02.0JEC,midsize car,7,31,40,35,7,Yes,35.0,35.0
HONDA Civic 4Dr,2.0,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV02.0JEC,midsize car,7,30,37,33,7,Yes,33.0,33.0
HONDA Civic 4Dr,2.0,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV02.0JEC,midsize car,7,30,37,33,7,Yes,33.0,33.0
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.5EEB,large car,7,31,39,35,7,Yes,35.0,35.0
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.5EEB,large car,7,31,39,35,7,Yes,35.0,35.0
HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.5EEB,large car,7,30,37,33,7,Yes,33.0,33.0
HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.5EEB,large car,7,30,37,33,7,Yes,33.0,33.0
HONDA Civic 5Dr,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV02.0FEC,large car,7,30,38,33,7,Yes,33.0,33.0
HONDA Civic 5Dr,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV02.0FEC,large car,7,30,38,33,7,Yes,33.0,33.0
HONDA Civic 5Dr,2.0,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV02.0FEC,large car,7,29,37,32,7,Yes,32.0,32.0
HONDA Civic 5Dr,2.0,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV02.0FEC,large car,7,29,37,32,7,Yes,32.0,32.0
HONDA Insight,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.5CEB,midsize car,7,55,49,52,9,Yes,66.85714285714286,66.8571428571429
HONDA Insight,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.5CEB,midsize car,7,55,49,52,9,Yes,66.85714285714286,66.8571428571429
HONDA Insight Touring,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHNXV01.5CEB,small car,7,51,45,48,9,Yes,61.714285714285715,61.701428571428465
HONDA Insight Touring,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHNXV01.5CEB,small car,7,51,45,48,9,Yes,61.714285714285715,61.701428571428465
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.0CE3,midsize car,7,31,41,35,7,Yes,35.0,35.0
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV02.0CE3,midsize car,7,33,43,37,8,Yes,42.285714285714285,42.285714285714256
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.0CE3,midsize car,7,31,41,35,7,Yes,35.0,35.0
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV02.0CE3,midsize car,7,33,43,37,8,Yes,42.285714285714285,42.285714285714256
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV01.6C13,midsize car,7,49,52,50,9,Yes,64.28571428571429,64.2857142857144
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV01.6C13,midsize car,7,49,52,50,9,Yes,64.28571428571429,64.2857142857144
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV01.6C13,midsize car,7,53,56,54,9,Yes,69.42857142857143,69.4285714285715
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV01.6C13,midsize car,7,53,56,54,9,Yes,69.42857142857143,69.4285714285715
HYUNDAI Ioniq,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV01.6P13,large car,7,54,57,55,9,Yes,70.71428571428571,70.58571428571416
HYUNDAI Ioniq,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV01.6P13,large car,7,54,57,55,9,Yes,70.71428571428571,70.58571428571416
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NHYXV00.0W51,large car,10,127,94,110,10,Elite,110.0,110.0
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NHYXV00.0W51,large car,10,127,94,110,10,Elite,110.0,110.0
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NHYXV00.0W61,large car,10,132,98,114,10,Elite,114.0,114.0
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NHYXV00.0W61,large car,10,132,98,114,10,Elite,114.0,114.0
HYUNDAI Ioniq 5,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NHYXV00.0W41,large car,10,110,87,98,10,Elite,98.0,98.0
HYUNDAI Ioniq 5,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NHYXV00.0W41,large car,10,110,87,98,10,Elite,98.0,98.0
HYUNDAI Ioniq Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NHYXV01.6P13,large car,7,58,60,59,10,Yes,84.28571428571429,84.057142857143
HYUNDAI Ioniq Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NHYXV01.6P13,large car,7,58,60,59,10,Yes,84.28571428571429,84.057142857143
HYUNDAI Ioniq Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NHYXV01.6P2T,midsize car,7,52/123,51/115,52,10,Yes,74.28571428571429,74.28571428571443
HYUNDAI Ioniq Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NHYXV01.6P2T,midsize car,7,52/123,51/115,52,10,Yes,74.28571428571429,74.28571428571443
