Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
AUDI e-tron S (21/22 in. wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,62,64,63,10,Elite,63.0,63.0
AUDI e-tron S Sportback (20 wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZS,standard SUV,10,73,78,75,10,Elite,75.0,75.0
AUDI e-tron S Sportback (20 wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,73,78,75,10,Elite,75.0,75.0
AUDI e-tron S Sportback (21/22 wheel),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZS,standard SUV,10,64,66,65,10,Elite,65.0,65.0
AUDI e-tron S Sportback (21/22 wheel),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZS,standard SUV,10,64,66,65,10,Elite,65.0,65.0
AUDI e-tron Sportback quattro,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZE,standard SUV,10,77,80,78,10,Elite,78.0,78.0
AUDI e-tron Sportback quattro,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZE,standard SUV,10,77,80,78,10,Elite,78.0,78.0
AUDI e-tron quattro,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PVGAT00.0AZE,standard SUV,10,78,79,79,10,Elite,79.0,79.0
AUDI e-tron quattro,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,PVGAT00.0AZE,standard SUV,10,78,79,79,10,Elite,79.0,79.0
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,24/69,32/78,27,9,Yes,34.714285714285715,34.71428571428575
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,24/69,32/78,27,9,Yes,34.714285714285715,34.71428571428575
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,22/64,32/75,26,9,Yes,33.42857142857143,33.42857142857145
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,22/64,32/75,26,9,Yes,33.42857142857143,33.42857142857145
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,24/65,29/71,26,8,Yes,29.714285714285715,29.70285714285718
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,24/65,29/71,26,8,Yes,29.714285714285715,29.70285714285718
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,22/59,28/67,25,8,Yes,28.571428571428573,28.571428571428566
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,22/59,28/67,25,8,Yes,28.571428571428573,28.571428571428566
BMW X5 xDrive45e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXT03.0H05,standard SUV,7,19/51,22/54,20,8,Yes,22.857142857142858,22.894285714285715
BMW X5 xDrive45e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXT03.0H05,standard SUV,7,19/51,22/54,20,8,Yes,22.857142857142858,22.894285714285715
BMW XM,4.4,8.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXT04.4H09,standard SUV,7,12/46,17/46,14,7,Yes,14.0,14.6
BMW XM,4.4,8.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXT04.4H09,standard SUV,7,12/46,17/46,14,7,Yes,14.0,14.6
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2X,small car,10,94,98,96,10,Elite,96.0,96.0
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2X,small car,10,94,98,96,10,Elite,96.0,96.0
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2X,small car,10,79,80,80,10,Elite,80.0,80.0
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2X,small car,10,79,80,80,10,Elite,80.0,80.0
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,107,102,105,10,Elite,105.0,105.0
BMW i4 eDrive 35 Gran Coupe (19'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,107,102,105,10,Elite,105.0,105.0
BMW i4 eDrive35 Gran Coupe (18'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,115,111,113,10,Elite,113.0,113.0
BMW i4 eDrive35 Gran Coupe (18'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,115,111,113,10,Elite,113.0,113.0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,109,108,109,10,Elite,109.0,109.0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,109,108,109,10,Elite,109.0,109.0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G2S,small car,10,100,98,99,10,Elite,99.0,99.0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G2S,small car,10,100,98,99,10,Elite,99.0,99.0
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G7B,large car,10,87,92,89,10,Elite,89.0,89.0
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G7B,large car,10,87,92,89,10,Elite,89.0,89.0
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G7B,large car,10,81,85,83,10,Elite,83.0,83.0
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G7B,large car,10,81,85,83,10,Elite,83.0,83.0
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXV00.0G7B,large car,10,85,89,87,10,Elite,87.0,87.0
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXV00.0G7B,large car,10,85,89,87,10,Elite,87.0,87.0
"BMW iX M60 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2T,standard SUV,10,76,80,77,10,Elite,77.0,77.0
"BMW iX M60 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2T,standard SUV,10,76,80,77,10,Elite,77.0,77.0
"BMW iX M60 (22"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2T,standard SUV,10,77,80,78,10,Elite,78.0,78.0
"BMW iX M60 (22"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2T,standard SUV,10,77,80,78,10,Elite,78.0,78.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,86.0,86.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,86.0,86.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,83.0,83.0
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,86.0,86.0
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,86.0,86.0
CADILLAC Lyriq,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PGMXT00.0006,small SUV,10,97,82,89,10,Elite,89.0,89.0
CADILLAC Lyriq,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PGMXT00.0006,small SUV,10,97,82,89,10,Elite,89.0,89.0
CADILLAC Lyriq,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PGMXT00.0008,small SUV,10,96,81,89,10,Elite,89.0,89.0
CADILLAC Lyriq,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PGMXT00.0008,small SUV,10,96,81,89,10,Elite,89.0,89.0
CANOO Lifestyle Delivery Vehicle,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PCANJ.000261,van,10,93,77,85,10,Elite,85.0,85.0
CHEVROLET Bolt EUV,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PGMXV00.0002,station wagon,10,125,104,115,10,Elite,115.0,114.99
CHEVROLET Bolt EUV,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PGMXV00.0002,station wagon,10,125,104,115,10,Elite,115.0,114.99
CHEVROLET Bolt EV,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PGMXV00.0002,station wagon,10,131,109,120,10,Elite,120.0,120.0
CHEVROLET Bolt EV,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PGMXV00.0002,station wagon,10,131,109,120,10,Elite,120.0,120.0
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PCRXT03.65P6,minivan,7,29/87,30/77,30,10,Yes,42.857142857142854,42.85714285714278
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PCRXT03.65P6,minivan,7,29/87,30/77,30,10,Yes,42.857142857142854,42.85714285714278
CRUISE AV,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PGMXV00.0001,station wagon,10,64,68,66,10,Elite,66.0,66.0
CRUISE AV,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PGMXV00.0001,station wagon,10,64,68,66,10,Elite,66.0,66.0
FARADAY FUTURE FF 91,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFART00.0L91,large car,10,73,68,71,10,Elite,71.0,71.0
FARADAY FUTURE FF 91,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFART00.0L91,large car,10,73,68,71,10,Elite,71.0,71.0
FISKER Ocean Extreme/One 20in,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFGIV00.0LLA,standard SUV,10,99,84,92,10,Elite,92.0,92.0
FISKER Ocean Extreme/One 20in,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFGIV00.0LLA,standard SUV,10,99,84,92,10,Elite,92.0,92.0
FISKER Ocean Sport 20in,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFGIV00.0LSF,standard SUV,10,104,81,92,10,Elite,92.0,92.0
FISKER Ocean Sport 20in,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PFGIV00.0LSF,standard SUV,10,104,81,92,10,Elite,92.0,92.0
FISKER Ocean Sport 22in,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFGIV00.0LSF,standard SUV,10,82,75,79,10,Elite,79.0,79.0
FISKER Ocean Sport 22in,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PFGIV00.0LSF,standard SUV,10,82,75,79,10,Elite,79.0,79.0
FISKER Ocean Ultra 20in,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFGIV00.0LLA,standard SUV,10,96,82,89,10,Elite,89.0,89.0
FISKER Ocean Ultra 20in,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFGIV00.0LLA,standard SUV,10,96,82,89,10,Elite,89.0,89.0
FORD Escape HEV,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,PFMXT02.52F1,small SUV,8,42,36,39,7,Yes,34.125,34.31
FORD Escape HEV,2.5,4.0,CVT,2WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,PFMXT02.52F1,small SUV,8,42,36,39,7,Yes,34.125,34.31
FORD Escape HEV,2.5,4.0,CVT,4WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,PFMXT02.52F1,small SUV,8,42,36,39,7,Yes,34.125,34.31
FORD Escape HEV,2.5,4.0,CVT,4WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,PFMXT02.52F1,small SUV,8,42,36,39,7,Yes,34.125,34.31
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV20,California LEV-III SULEV20,PFMXT02.52P1,small SUV,8,42/111,37/91,40,10,Yes,50.0,50.285714285714285
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,FA,T3B20,Federal Tier 3 Bin 20,PFMXT02.52P1,small SUV,8,42/111,37/91,40,10,Yes,50.0,50.285714285714285
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXT00.0BG1,pickup,10,76,61,68,10,Elite,68.0,68.0
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXT00.0BG1,pickup,10,76,61,68,10,Elite,68.0,68.0
FORD F150 Lightning Extended Range,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning Extended Range,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXT00.0BG2,pickup,10,78,63,70,10,Elite,70.0,70.0
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXT00.0BG2,pickup,10,73,60,66,10,Elite,66.0,66.0
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXT00.0BG2,pickup,10,73,60,66,10,Elite,66.0,66.0
FORD Maverick HEV,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PFMXT02.52B2,pickup,7,40,33,37,7,Yes,37.0,37.0
FORD Maverick HEV,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PFMXT02.52B2,pickup,7,40,33,37,7,Yes,37.0,37.0
FORD Mustang Mach-E,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B3R,small SUV,10,110,96,103,10,Elite,103.0,103.0
FORD Mustang Mach-E,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B3R,small SUV,10,110,96,103,10,Elite,103.0,103.0
FORD Mustang Mach-E,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B3A,small SUV,10,99,86,93,10,Elite,93.0,93.0
FORD Mustang Mach-E,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B3A,small SUV,10,99,86,93,10,Elite,93.0,93.0
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B4A,small SUV,10,105,91,98,10,Elite,98.0,98.0
FORD Mustang Mach-E Cal Route 1 ER,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B4A,small SUV,10,105,91,98,10,Elite,98.0,98.0
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B4R,small SUV,10,105,92,99,10,Elite,99.0,99.0
FORD Mustang Mach-E Extended,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B4R,small SUV,10,105,92,99,10,Elite,99.0,99.0
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B4A,small SUV,10,97,85,92,10,Elite,92.0,92.0
FORD Mustang Mach-E Extended,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B4A,small SUV,10,97,85,92,10,Elite,92.0,92.0
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0G4A,small SUV,10,90,77,84,10,Elite,84.0,84.0
FORD Mustang Mach-E GT,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0G4A,small SUV,10,90,77,84,10,Elite,84.0,84.0
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0G4A,small SUV,10,90,77,82,10,Elite,82.0,82.0
FORD Mustang Mach-E GT Performance,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0G4A,small SUV,10,90,77,82,10,Elite,82.0,82.0
FORD Mustang Mach-E LFP,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B3R,small SUV,10,107,95,101,10,Elite,101.0,101.0
FORD Mustang Mach-E LFP,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B3R,small SUV,10,107,95,101,10,Elite,101.0,101.0
FORD Mustang Mach-E LFP,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PFMXV00.0B3A,small SUV,10,98,87,93,10,Elite,93.0,93.0
FORD Mustang Mach-E LFP,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PFMXV00.0B3A,small SUV,10,98,87,93,10,Elite,93.0,93.0
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0H41,midsize car,10,105,89,97,10,Elite,97.0,97.0
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0H41,midsize car,10,105,89,97,10,Elite,97.0,97.0
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0100,small SUV,10,98,83,91,10,Elite,91.0,91.0
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0100,small SUV,10,98,83,91,10,Elite,91.0,91.0
GENESIS GV60 Advanced 19inch,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0301,large car,10,110,90,100,10,Elite,100.0,100.0
GENESIS GV60 Advanced 19inch,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0301,large car,10,110,90,100,10,Elite,100.0,100.0
GENESIS GV60 Advanced 20inch,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0301,large car,10,103,86,95,10,Elite,95.0,95.0
GENESIS GV60 Advanced 20inch,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0301,large car,10,103,86,95,10,Elite,95.0,95.0
GENESIS GV60 Performance,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0302,large car,10,97,82,90,10,Elite,90.0,90.0
GENESIS GV60 Performance,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0302,large car,10,97,82,90,10,Elite,90.0,90.0
GENESIS GV60 Standard,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PHYXV00.0300,large car,10,125,100,112,10,Elite,112.0,112.0
GENESIS GV60 Standard,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,PHYXV00.0300,large car,10,125,100,112,10,Elite,112.0,112.0
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.07EB,large car,7,51,44,48,8,Yes,54.857142857142854,54.85714285714286
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.07EB,large car,7,51,44,48,8,Yes,54.857142857142854,54.85714285714286
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.07EB,midsize car,7,46,41,44,8,Yes,50.285714285714285,50.28571428571432
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.07EB,midsize car,7,46,41,44,8,Yes,50.285714285714285,50.28571428571432
HONDA CR-V,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXT02.0PWC,small SUV,7,43,36,40,7,Yes,40.0,40.027142857142856
HONDA CR-V,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXT02.0PWC,small SUV,7,43,36,40,7,Yes,40.0,40.027142857142856
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXT02.0PWC,small SUV,7,40,34,37,7,Yes,37.0,37.0
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXT02.0PWC,small SUV,7,40,34,37,7,Yes,37.0,37.0
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV01.5EEB,midsize car,7,33,42,36,7,Yes,36.0,36.0
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV01.5EEB,midsize car,7,33,42,36,7,Yes,36.0,36.0
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV01.5EEB,midsize car,7,31,38,34,7,Yes,34.0,34.0
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV01.5EEB,midsize car,7,31,38,34,7,Yes,34.0,34.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PHNXV02.0JEC,midsize car,7,31,40,35,7,Yes,35.0,35.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PHNXV02.0JEC,midsize car,7,31,40,35,7,Yes,35.0,35.0
